time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-05 00:00:00+00:00,2.0,2.0,29,8
2025-09-06 00:00:00+00:00,3.0,3.0,15,5
2025-09-07 00:00:00+00:00,6.0,6.0,6,2
2025-09-08 00:00:00+00:00,1.0,1.0,59,18
2025-09-09 00:00:00+00:00,4.0,3.0,9,5
2025-09-10 00:00:00+00:00,7.0,7.0,42,11
2025-09-11 00:00:00+00:00,8.0,8.0,31,15
2025-09-12 00:00:00+00:00,8.0,7.0,33,12
2025-09-13 00:00:00+00:00,4.0,4.0,7,6
2025-09-14 00:00:00+00:00,6.0,6.0,2,2
2025-09-15 00:00:00+00:00,2.0,2.0,13,8
2025-09-16 00:00:00+00:00,26.0,9.0,27,14
2025-09-17 00:00:00+00:00,5.0,4.0,28,16
2025-09-18 00:00:00+00:00,,,35,16
