time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-22 00:00:00+00:00,5,3,34,11
2025-04-23 00:00:00+00:00,13,6,77,19
2025-04-24 00:00:00+00:00,10,5,32,16
2025-04-25 00:00:00+00:00,15,8,45,19
2025-04-26 00:00:00+00:00,2,2,18,6
2025-04-27 00:00:00+00:00,10,5,3,3
2025-04-28 00:00:00+00:00,14,8,48,12
2025-04-29 00:00:00+00:00,12,7,32,18
2025-04-30 00:00:00+00:00,23,10,24,12
2025-05-01 00:00:00+00:00,4,4,29,7
2025-05-02 00:00:00+00:00,6,4,11,5
2025-05-03 00:00:00+00:00,5,5,23,4
2025-05-04 00:00:00+00:00,11,7,25,6
2025-05-05 00:00:00+00:00,10,3,38,12
