time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-12 00:00:00+00:00,4,2,46,15
2025-03-13 00:00:00+00:00,4,3,135,22
2025-03-14 00:00:00+00:00,8,4,23,12
2025-03-15 00:00:00+00:00,3,2,11,5
2025-03-16 00:00:00+00:00,1,1,14,10
2025-03-17 00:00:00+00:00,5,2,12,10
2025-03-18 00:00:00+00:00,2,2,23,15
2025-03-19 00:00:00+00:00,45,5,36,9
2025-03-20 00:00:00+00:00,8,4,19,10
2025-03-21 00:00:00+00:00,2,2,59,19
2025-03-22 00:00:00+00:00,4,3,9,2
2025-03-23 00:00:00+00:00,6,3,13,5
2025-03-24 00:00:00+00:00,1,1,16,12
2025-03-25 00:00:00+00:00,3,2,8,8
